Id,Name,Position,Date of Birth,Country,Market Value,Team,TeamId,PictureUrl
8479,Yuri Berchiche,Left-Back,1990-02-10,Spain,1800000,Athletic Club,77,https://img.a.transfermarkt.technology/portrait/medium/61812-1709675167.png?lm=1
7904,Ander Herrera,Central Midfield,1989-08-14,Spain,2000000,Athletic Club,77,https://img.a.transfermarkt.technology/portrait/medium/99343-1709675915.png?lm=1
2294,Álex Berenguer,Left Winger,1995-07-04,Spain,12000000,Athletic Club,77,https://img.a.transfermarkt.technology/portrait/medium/338425-1709676212.png?lm=1
120,Jan Oblak,Goalkeeper,1993-01-07,Slovenia,28000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/121483-1719350076.jpg?lm=1
46554,Juan Musso,Goalkeeper,1994-05-06,Argentina,5000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/242359-1663583047.jpg?lm=1
175982,Alejandro Iturbe,Goalkeeper,2003-09-02,Spain,4000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/449796-1732220159.jpg?lm=1
180049,Gomis,Goalkeeper,2003-05-20,Spain,25000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/108390-1717280733.jpg?lm=1
182334,Carlos Gimenez,Defence,2003-02-18,Spain,8000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/540536-1732115480.jpg?lm=1
213260,Javi Galán,Defence,1994-11-19,Spain,5000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/448628-1706112804.jpg?lm=1
213277,José Giménez,Defence,1995-01-20,Uruguay,22000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/250845-1664970029.jpg?lm=1
270792,Gerónimo Spina,Defence,2005-02-09,Argentina,60000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/411295-1729754479.png?lm=1
171955,Javier Serrano,Midfield,2003-01-16,Spain,90000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1
177509,Pablo Barrios,Midfield,2003-06-15,Spain,30000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/775605-1699431384.jpg?lm=1
98571,Julián Álvarez,Centre-Forward,2000-01-31,Argentina,75000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/576024-1684920938.jpg?lm=1
83562,Borja Garcés,Centre-Forward,1999-08-06,Spain,2000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/566036-1635147184.jpg?lm=1
46452,Nahuel Molina,Right-Back,1998-04-06,Argentina,28000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/424042-1697037362.jpg?lm=1
37094,Reinildo,Left-Back,1994-01-21,Mozambique,9000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/240692-1666818500.jpg?lm=1
8167,Alexander Sørloth,Centre-Forward,1995-12-05,Norway,25000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/238407-1716403969.jpg?lm=1
3656,Axel Witsel,Centre-Back,1989-01-12,Belgium,3500000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/35047-1665067807.jpg?lm=1
3369,Thomas Lemar,Attacking Midfield,1995-11-12,France,7500000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/205562-1686662075.jpg?lm=1
3191,Azpilicueta,Centre-Back,1989-08-28,Spain,2000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/57500-1668169250.jpg?lm=1
2127,Rodrigo de Paul,Central Midfield,1994-05-24,Argentina,1200000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/625651-1694171507.jpg?lm=1
125,Ángel Correa,Right Winger,1995-03-09,Argentina,18000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/266807-1701212448.jpg?lm=1
114,Antoine Griezmann,Centre-Forward,1991-03-21,France,25000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/125781-1719928503.jpg?lm=1
112,Koke,Central Midfield,1992-01-08,Spain,12000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/74229-1664970397.jpg?lm=1
70,Marcos Llorente,Right Midfield,1995-01-30,Spain,30000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/282411-1684159821.jpg?lm=1
63,Clément Lenglet,Centre-Back,1995-06-17,France,5000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/182904-1599988301.jpg?lm=1
207104,El Jebari,Left Winger,2004-02-05,Spain,7500000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/559979-1705337125.jpg?lm=1
206337,Ilias Kostis,Centre-Back,2003-02-27,Cyprus,15000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/709969-1636472170.jpg?lm=1
190835,Aitor Gismera,Central Midfield,2004-02-21,Spain,90000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1
178710,Samuel Lino,Left Winger,1999-12-23,Brazil,30000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/694928-1695982815.jpg?lm=1
171964,Giuliano Simeone,Right Winger,2002-12-18,Argentina,3000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/742201-1644567976.jpg?lm=1
128731,Rodrigo Riquelme,Left Winger,2000-04-02,Spain,25000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/461617-1701212385.jpg?lm=1
119265,Conor Gallagher,Central Midfield,2000-02-06,England,50000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/488362-1668500476.jpg?lm=1
99791,Robin Le Normand,Centre-Back,1996-11-11,Spain,40000000,Club Atlético de Madrid,78,https://img.a.transfermarkt.technology/portrait/medium/351809-1707948228.jpg?lm=1
31968,Sergio Herrera,Goalkeeper,1993-06-05,Spain,6000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/248738-1732220099.jpg?lm=1
32391,Aitor Fernández,Goalkeeper,1991-05-03,Spain,1800000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/118997-1683281584.jpg?lm=1
191209,Pablo Valencia,Goalkeeper,2001-03-16,Spain,1500000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/907813-1683212131.jpg?lm=1
217550,Dimitrios Stamatakis,Goalkeeper,2003-04-23,Greece,12000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/735568-1708553167.jpg?lm=1
246636,Diego Espejo,Defence,2002-08-18,Spain,12000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/617081-1683211924.jpg?lm=1
180104,Bryan Zaragoza,Offence,2001-04-25,Spain,12000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/713644-1714503809.jpg?lm=1
119093,Aimar Oroz,Attacking Midfield,2001-11-27,Spain,15000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/634131-1732220023.jpg?lm=1
111674,Jon Moncayola,Central Midfield,1998-05-13,Spain,7000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/552425-1583310847.jpg?lm=1
81389,Javi Martínez,Attacking Midfield,1999-12-22,Spain,1200000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/471474-1694423354.png?lm=1
81183,Juan Cruz,Left-Back,1992-07-28,Spain,3000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/585700-1667290065.jpg?lm=1
50890,Catena,Centre-Back,1994-10-28,Spain,4000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/449796-1732220159.jpg?lm=1
33346,Rubén Peña,Right-Back,1991-07-18,Spain,2200000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/238868-1490952343.jpg?lm=1
33142,Nacho Vidal,Right-Back,1995-01-24,Spain,2000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/216870-1510233362.jpg?lm=1
32217,Moi Gómez,Left Winger,1994-06-23,Spain,3500000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/175449-1664970613.jpg?lm=1
32212,Rubén García,Right Winger,1993-07-14,Spain,2500000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/213260-1583310204.jpg?lm=1
32004,Kike Barja,Right Winger,1997-04-04,Spain,2000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/298575-1583310743.jpg?lm=1
32002,Lucas Torró,Defensive Midfield,1994-07-19,Spain,4000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/213670-1732219931.jpg?lm=1
31979,Unai García,Centre-Back,1992-09-03,Spain,1200000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/197122-1490623673.jpg?lm=1
15869,José Arnáiz,Left Winger,1995-04-15,Spain,2000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/364603-1732219584.jpg?lm=1
2237,Ante Budimir,Centre-Forward,1991-07-22,Croatia,5000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/46413-1732219707.jpg?lm=1
249577,Asier Osambela,Attacking Midfield,2004-02-08,Spain,1800000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/632741-1569337955.jpg?lm=1
248752,Iñigo Arguibide,Right Winger,2005-04-19,Spain,5000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/126751-1709675810.png?lm=1
191925,Iker Munoz,Defensive Midfield,2002-11-05,Spain,5000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/710677-1697557434.jpg?lm=1
190999,Diego Moreno,Right-Back,2001-06-21,Spain,7000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/246291-1675246130.jpg?lm=1
186674,Abel Bretones,Left-Back,2000-08-21,Spain,3000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/658115-1690301272.jpg?lm=1
176931,Iker Benito,Right Winger,2002-08-10,Spain,800000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/710679-1732219683.jpg?lm=1
173617,Pablo Ibáñez Tébar,Central Midfield,1998-09-20,Spain,2500000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/785353-1680676751.jpg?lm=1
159409,Jorge Herrando,Centre-Back,2001-02-28,Spain,6000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/555500-1732219992.jpg?lm=1
151019,Flavien Boyomo,Centre-Back,2001-10-07,France,90000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1
136000,Jesús Areso,Right-Back,1999-07-02,Spain,7500000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/488626-1675800186.jpg?lm=1
130324,Raúl,Centre-Forward,2000-11-03,Spain,15000000,CA Osasuna,79,https://img.a.transfermarkt.technology/portrait/medium/298976-1669365430.jpg?lm=1
265,Pacheco,Goalkeeper,1992-05-18,Spain,15000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/580560-1631178086.jpg?lm=1
150560,Ángel Fortuño Viñas,Goalkeeper,2001-10-05,Spain,3500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/99353-1669365520.jpg?lm=1
152506,Joan García,Goalkeeper,2001-05-04,Spain,10000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/561613-1719399406.jpg?lm=1
244761,Pol Tristán,Goalkeeper,2002-03-18,Spain,600000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/71271-1687166366.jpg?lm=1
249600,Llorenç Serred,Goalkeeper,2005-09-04,Spain,6000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/555500-1732219992.jpg?lm=1
273284,José López,Defence,2006-01-01,Spain,12000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/617081-1683211924.jpg?lm=1
154714,Omar El Hilali,Midfield,2003-09-12,Morocco,3000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/822331-1683211692.jpg?lm=1
179637,Justin Smith,Midfield,2003-02-04,Canada,3000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/111961-1455551677.jpg?lm=1
180051,Salvi,Midfield,1991-03-30,Spain,1200000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/246204-1601023429.jpg?lm=1
250363,Rafael Bauzà,Midfield,2005-01-01,Spain,0,RCD Espanyol de Barcelona,80,
129808,Walid Cheddira,Centre-Forward,1998-01-22,Morocco,6000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/521407-1686124424.jpg?lm=1
125210,Pol Lozano,Central Midfield,1999-10-06,Spain,2000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/412045-1568028635.jpg?lm=1
119094,José Gragera,Central Midfield,2000-05-14,Spain,2500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/557147-1664207582.jpg?lm=1
81168,Javi Puado,Left Winger,1998-05-25,Spain,8000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/408471-1698158226.jpg?lm=1
62623,Alex Král,Central Midfield,1998-05-19,Czech Republic,6000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/337333-1691614545.jpg?lm=1
33652,Edu Expósito,Central Midfield,1996-08-01,Spain,2000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/506248-1544776296.jpg?lm=1
33620,Sergi Gómez,Centre-Back,1992-03-28,Spain,1000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/92947-1447159892.jpg?lm=1
32678,Aguado,Central Midfield,1996-05-01,Spain,2800000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/449496-1659984006.jpeg?lm=1
32524,Brian Oliván,Left-Back,1994-04-01,Spain,2500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/166677-1626938634.jpg?lm=1
32398,Pere Milla,Left Winger,1992-09-23,Spain,2000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/225593-1541151194.jpg?lm=1
32362,Fernando Calero,Centre-Back,1995-09-14,Spain,1800000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/357884-1447238696.jpg?lm=1
16930,Irvin Cardona,Centre-Forward,1997-08-08,France,2500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/342226-1723534120.jpg?lm=1
11040,Leandro Cabrera,Centre-Back,1991-06-17,Uruguay,1200000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/102423-1500024381.jpg?lm=1
3873,Álvaro Tejero,Right-Back,1996-07-20,Spain,2000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/290273-1557741576.jpg?lm=1
2151,Marash Kumbulla,Centre-Back,2000-02-08,Albania,4500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/371371-1716969202.jpg?lm=1
244681,Álex Almansa,Left Winger,2003-11-08,Spain,50000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/548111-1714487266.jpg?lm=1
230523,José Luis Catalá,Centre-Back,2004-08-16,Spain,12000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/735568-1708553167.jpg?lm=1
215544,Antoniu Roca,Right Winger,2002-05-09,Spain,200000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
186564,Carlos Romero,Left-Back,2001-10-29,Spain,2500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/709372-1698946783.jpg?lm=1
170962,Alejo Veliz,Centre-Forward,2003-09-19,Argentina,9000000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/888493-1674736266.JPG?lm=1
150561,Jofre Carreras Pagès,Right Winger,2001-06-17,Spain,2500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/628498-1701787554.jpg?lm=1
137026,Naci Ünüvar,Left Winger,2003-06-13,Turkey,2500000,RCD Espanyol de Barcelona,80,https://img.a.transfermarkt.technology/portrait/medium/508639-1694855282.jpg?lm=1
2022,Wojciech Szczęsny,Goalkeeper,1990-04-18,Poland,3000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/44058-1595847517.jpg?lm=1
3173,Marc-André ter Stegen,Goalkeeper,1992-04-30,Germany,20000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/74857-1674465246.jpg?lm=1
180898,Iñaki Peña,Goalkeeper,1999-03-02,Spain,8000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/283170-1702502364.jpg?lm=1
191325,Ander Astralaga,Goalkeeper,2004-03-03,Spain,1000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/709955-1683023993.jpg?lm=1
217424,Diego Kochen,Goalkeeper,2006-03-19,USA,7000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/246291-1675246130.jpg?lm=1
242551,Áron Yaakobishvili,Goalkeeper,2006-03-06,Hungary,1000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/611075-1698882995.jpg?lm=1
265505,Andrés Cuenca,Defence,2007-06-11,Spain,4000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/449796-1732220159.jpg?lm=1
272984,Álvaro Cortés,Defence,2005-03-17,Spain,4000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/439022-1681476532.jpg?lm=1
212314,Noah Darvich,Midfield,2006-09-25,Germany,90000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1
270320,Guille Fernández,Midfield,2008-06-18,Spain,5000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/639733-1615192753.jpg?lm=1
270450,Toni Fernández,Offence,2008-07-15,Spain,1800000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/118997-1683281584.jpg?lm=1
172761,Álex Balde,Left-Back,2003-10-18,Spain,25000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/238407-1716403969.jpg?lm=1
171992,Pablo Gavira,Central Midfield,2004-08-05,Spain,90000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1
159520,Pablo Torre,Attacking Midfield,2003-04-03,Spain,5000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/720038-1724406086.jpg?lm=1
144579,Pau Victor Delgado,Centre-Forward,2001-11-26,Spain,5000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/707572-1724052852.jpg?lm=1
133860,Pedri,Central Midfield,2002-11-25,Spain,80000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/683840-1620304992.jpg?lm=1
128040,Ansu Fati,Left Winger,2002-10-31,Spain,15000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/466810-1721828228.jpg?lm=1
101345,Eric García,Centre-Back,2001-01-09,Spain,20000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/466794-1693604801.jpg?lm=1
37428,Raphinha,Left Winger,1996-12-14,Brazil,60000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/411295-1729754479.png?lm=1
33154,Ferrán Torres,Right Winger,2000-02-29,Spain,30000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/398184-1699383547.jpg?lm=1
32588,Íñigo Martínez,Centre-Back,1991-05-17,Spain,5000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/158863-1730119186.jpg?lm=1
28292,Ronald Araújo,Centre-Back,1999-03-07,Uruguay,70000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/480267-1701118351.jpg?lm=1
23132,Dani Olmo,Attacking Midfield,1998-05-07,Spain,60000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/293385-1711546268.jpg?lm=1
8499,Jules Koundé,Right-Back,1998-11-12,France,55000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/411975-1702502639.jpg?lm=1
7559,Frenkie de Jong,Central Midfield,1997-05-12,Netherlands,60000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/326330-1656499973.png?lm=1
3455,Andreas Christensen,Centre-Back,1996-04-10,Denmark,30000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/196948-1668183241.jpg?lm=1
371,Robert Lewandowski,Centre-Forward,1988-08-21,Poland,15000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/38253-1701118759.jpg?lm=1
264322,Sergi Domínguez,Centre-Back,2005-04-01,Spain,1000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/741258-1699372417.jpg?lm=1
264321,Marc Bernal,Defensive Midfield,2007-05-26,Spain,5000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/1018920-1724052540.jpg?lm=1
264320,Gerard Martín,Left-Back,2002-02-26,Spain,3000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/705395-1730119053.jpg?lm=1
227023,Héctor Fort,Right-Back,2006-08-02,Spain,10000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/937955-1702504973.jpg?lm=1
217540,Pau Cubarsí,Centre-Back,2007-01-22,Spain,40000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/962110-1712779232.jpg?lm=1
214533,Fermín López,Central Midfield,2003-05-11,Spain,50000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/636703-1698086824.jpg?lm=1
202283,Lamine Yamal,Right Winger,2007-07-13,Spain,150000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/937958-1720606123.jpg?lm=1
188817,Marc Casado,Defensive Midfield,2003-09-14,Spain,15000000,FC Barcelona,81,https://img.a.transfermarkt.technology/portrait/medium/636695-1729771427.jpg?lm=1
78,David Soria,Goalkeeper,1993-04-04,Spain,5000000,Getafe CF,82,https://img.a.transfermarkt.technology/portrait/medium/226012-1696863038.jpg?lm=1
146888,Jiří Letáček,Goalkeeper,1999-01-09,Czech Republic,0,Getafe CF,82,
246276,Djordjije Medenica,Goalkeeper,2006-11-17,Czech Republic,80000000,Getafe CF,82,https://img.a.transfermarkt.technology/portrait/medium/683840-1620304992.jpg?lm=1
264160,Diego Ferrer,Goalkeeper,2007-01-01,Spain,6000000,Getafe CF,82,https://img.a.transfermarkt.technology/portrait/medium/248738-1732220099.jpg?lm=1
151018,David Argüelles,Defence,2002-01-10,Spain,90000000,Getafe CF,82,https://img.a.transfermarkt.technology/portrait/medium/646740-1682685701.jpg?lm=1
270274,Guillem Trilla,Defence,2003-02-04,Spain,3500000,Getafe CF,82,https://img.a.transfermarkt.technology/portrait/medium/281989-1669364960.jpg?lm=1
