Id,Name,Position,Date of Birth,Country,Market Value,Team,TeamId,PictureUrl
116259,Finn Ole Becker,Central Midfield,2000-06-08,Germany,2500000,TSG 1899 Hoffenheim,2,https://img.a.transfermarkt.technology/portrait/medium/334999-1657200994.jpg?lm=1
165,Niklas Lomb,Goalkeeper,1993-07-28,Germany,250000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/85543-1695367888.jpg?lm=1
6696,Lukáš Hrádecký,Goalkeeper,1989-11-24,Finland,2500000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/48015-1695367833.jpg?lm=1
136350,Matej Kovar,Goalkeeper,2000-05-17,Czech Republic,7000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/550829-1727378079.jpg?lm=1
273033,Ben Hawighorst,Defence,2008-03-01,Germany,0,Bayer 04 Leverkusen,3,
192169,Othniel Raterink,Midfield,2006-04-07,Netherlands,3000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/691892-1724772335.jpg?lm=1
272213,Kerim Alajbegović,Midfield,2007-09-21,Germany,2000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/282349-1657791826.jpg?lm=1
265560,Artem Stepanov,Centre-Forward,2007-08-10,Ukraine,350000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/1045344-1727812138.jpg?lm=1
262401,Matija Marsenić,Central Midfield,2005-01-03,Montenegro,0,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/944582-1717141056.jpg?lm=1
245832,Francis Onyeka,Attacking Midfield,2007-04-29,Germany,500000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/929943-1727811666.jpg?lm=1
244862,Ken Izekor,Centre-Forward,2007-05-24,Germany,30000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/578392-1730574739.jpg?lm=1
178860,Arthur Augusto,Right-Back,2003-03-17,Brazil,5000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/977464-1689709842.jpg?lm=1
177037,Jeanuel Belocian,Centre-Back,2005-02-17,France,20000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/919515-1727378177.jpg?lm=1
176076,Sadik Fofana,Centre-Back,2003-05-16,Togo,500000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/644613-1659622952.jpg?lm=1
144715,Nathan Tella,Right Midfield,1999-07-05,England,23000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/340322-1727377772.jpg?lm=1
137047,Amine Adli,Left Winger,2000-05-10,Morocco,30000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/532776-1689710574.jpg?lm=1
130811,Victor Boniface,Centre-Forward,2000-12-23,Nigeria,45000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/656681-1727378262.jpg?lm=1
128954,Jeremie Frimpong,Right Midfield,2000-12-10,Netherlands,50000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/484547-1689710682.jpg?lm=1
125674,Piero Hincapié,Centre-Back,2002-01-09,Ecuador,40000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/659813-1727377918.jpg?lm=1
64713,Edmond Tapsoba,Centre-Back,1999-02-02,Burkina Faso,45000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/564545-1695368009.jpg?lm=1
45611,Robert Andrich,Defensive Midfield,1994-09-22,Germany,17000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/159088-1689710866.jpg?lm=1
33524,Aleix García,Central Midfield,1997-06-28,Spain,20000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/261504-1727378020.jpg?lm=1
19334,Florian Wirtz,Attacking Midfield,2003-05-03,Germany,130000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/598577-1689710503.jpg?lm=1
16739,Alejandro Grimaldo,Left-Back,1995-09-20,Spain,45000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/193082-1689710805.jpg?lm=1
11720,Exequiel Palacios,Central Midfield,1998-10-05,Argentina,45000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/401578-1695368200.jpg?lm=1
8797,Martin Terrier,Left Winger,1997-03-04,France,20000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/442891-1727378397.jpg?lm=1
8371,Nordi Mukiele,Right-Back,1997-11-01,France,10000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/348026-1727378130.jpg?lm=1
6681,Jonas Hofmann,Attacking Midfield,1992-07-14,Germany,7000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/7161-1689710421.jpg?lm=1
3477,Granit Xhaka,Defensive Midfield,1992-09-27,Switzerland,20000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/111455-1689711080.jpg?lm=1
1826,Patrik Schick,Centre-Forward,1996-01-24,Czech Republic,22000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/242086-1727378322.jpg?lm=1
149,Jonathan Tah,Centre-Back,1996-02-11,Germany,30000000,Bayer 04 Leverkusen,3,https://img.a.transfermarkt.technology/portrait/medium/196357-1695367765.jpg?lm=1
334,Gregor Kobel,Goalkeeper,1997-12-06,Switzerland,40000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/257814-1709559904.jpg?lm=1
9389,Alexander Meyer,Goalkeeper,1991-04-13,Germany,800000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/76158-1716381651.jpg?lm=1
151077,Marcel Lotka,Goalkeeper,2001-05-25,Poland,1300000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/453737-1657285168.jpg?lm=1
176268,Silas Ostrzinski,Goalkeeper,2003-11-19,Germany,5500000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/162434-1660208662.jpg?lm=1
171098,Rodney Elongo-Yombo,Defence,2001-07-27,Germany,4000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/355369-1692707635.jpg?lm=1
191420,Yannik Lührs,Defence,2003-09-09,Germany,400000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/160954-1723190117.jpg?lm=1
219264,Jordi Paulina,Defence,2004-09-23,Netherlands,4000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/355369-1692707635.jpg?lm=1
261058,Filippo Mané,Defence,2005-03-08,Italy,1800000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/119037-1657284242.jpg?lm=1
272604,Tyler Meiser,Defence,2007-03-01,Germany,6000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/119211-1660208775.jpg?lm=1
133548,Ayman Azhil,Midfield,2001-04-10,Morocco,1200000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/143891-1723189806.jpg?lm=1
178006,Niklas Jessen,Midfield,2003-09-04,Germany,15000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/166601-1709560223.jpg?lm=1
101074,Felix Kalu Nmecha,Central Midfield,2000-10-10,Germany,20000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/406640-1709560961.jpg?lm=1
82515,Karim Adeyemi,Left Winger,2002-01-18,Germany,35000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/496094-1712859708.jpg?lm=1
75539,Nico Schlotterbeck,Centre-Back,1999-12-01,Germany,40000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/388198-1709560457.jpg?lm=1
44030,Julian Ryerson,Right-Back,1997-11-17,Norway,20000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/370789-1709561216.jpg?lm=1
9551,Marcel Sabitzer,Central Midfield,1994-03-17,Austria,20000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/106987-1711745992.jpg?lm=1
8805,Ramy Bensebaini,Left-Back,1995-04-16,Algeria,7000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/284732-1730103772.jpg?lm=1
8273,Pascal Groß,Central Midfield,1991-06-15,Germany,8000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/82873-1719671915.jpg?lm=1
7457,Donyell Malen,Right Winger,1999-01-19,Netherlands,40000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/326029-1711746104.jpg?lm=1
3183,Emre Can,Defensive Midfield,1994-01-12,Germany,10000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/119296-1709561046.jpg?lm=1
379,Waldemar Anton,Centre-Back,1996-07-20,Germany,24000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/193004-1723922551.jpg?lm=1
351,Niklas Süle,Centre-Back,1995-09-03,Germany,15000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/166601-1709560223.jpg?lm=1
211,Sehrou Guirassy,Centre-Forward,1996-03-12,Guinea,40000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/270541-1727815486.jpg?lm=1
148,Julian Brandt,Attacking Midfield,1996-05-02,Germany,40000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/187492-1709560849.jpg?lm=1
265182,Cole Campbell,Right Winger,2006-02-20,USA,300000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/866579-1713463452.jpg?lm=1
263672,Almugera Kabar,Left-Back,2006-06-06,Germany,1000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/884820-1713462323.jpg?lm=1
246628,Kjell Wätjen,Central Midfield,2006-02-16,Germany,2000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/884810-1713462935.jpg?lm=1
182280,Julien Duranville,Left Winger,2006-05-05,Belgium,8500000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/819215-1659621322.jpg?lm=1
179460,Jamie Bynoe-Gittens,Left Winger,2004-08-08,England,35000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/670882-1712859996.jpg?lm=1
144283,Yan Couto,Right-Back,2002-06-03,Brazil,25000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/627228-1723922216.jpg?lm=1
136733,Gio Reyna,Attacking Midfield,2002-11-13,USA,12000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/504215-1719657655.jpg?lm=1
133903,Maximilian Beier,Centre-Forward,2002-10-17,Germany,30000000,Borussia Dortmund,4,https://img.a.transfermarkt.technology/portrait/medium/578392-1730574739.jpg?lm=1
341,Manuel Neuer,Goalkeeper,1986-03-27,Germany,4000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/17259-1702419450.jpg?lm=1
342,Sven Ulreich,Goalkeeper,1988-08-03,Germany,700000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/40680-1700659982.jpg?lm=1
113105,Daniel Peretz,Goalkeeper,2000-07-10,Israel,3000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/468539-1700659786.jpg?lm=1
212846,Max Schmitt,Goalkeeper,2006-01-18,Germany,13000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/346853-1730117104.jpg?lm=1
370,Thomas Müller,Offence,1989-09-13,Germany,8000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/58358-1683890647.jpg?lm=1
176991,Nestor Irankunda,Offence,2006-02-09,Australia,12000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/503881-1657202999.jpg?lm=1
246476,Adam Aznou,Left-Back,2006-06-02,Morocco,1500000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/938146-1692946563.jpg?lm=1
212013,Tarek Buchmann,Centre-Back,2005-02-28,Germany,500000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/744729-1662650037.jpg?lm=1
202665,Aleksandar Pavlović,Defensive Midfield,2004-05-03,Germany,50000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/792380-1727098078.jpg?lm=1
202588,Noel Aseko Nkili,Defensive Midfield,2005-11-22,Germany,30000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/532776-1689710574.jpg?lm=1
176899,Arijon Ibrahimovic,Left Winger,2005-12-11,Germany,4000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/744728-1662650250.jpg?lm=1
171977,Mathys Tel,Left Winger,2005-04-27,France,40000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/801734-1700040486.jpg?lm=1
168299,Min-Jae Kim,Centre-Back,1996-11-15,South Korea,45000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/503482-1700208062.jpg?lm=1
144393,Jamal Musiala,Attacking Midfield,2003-02-26,Germany,130000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/580195-1711745441.jpg?lm=1
122188,Josip Stanišić,Right-Back,2000-04-02,Croatia,28000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/483046-1716966862.jpg?lm=1
114915,Sacha Boey,Right-Back,2000-09-13,France,18000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/475413-1706907003.jpg?lm=1
113765,Michael Olise,Right Winger,2001-12-12,France,65000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/566723-1725873883.jpg?lm=1
48657,Hiroki Ito,Centre-Back,1999-05-12,Japan,30000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/353892-1657181215.jpg?lm=1
21288,Alphonso Davies,Left-Back,2000-11-02,Canada,50000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/424204-1711745534.jpg?lm=1
15884,João Palhinha,Defensive Midfield,1995-07-09,Portugal,50000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/257455-1684773447.jpg?lm=1
9549,Konrad Laimer,Central Midfield,1997-05-27,Austria,30000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/223967-1700659266.jpg?lm=1
9541,Dayot Upamecano,Centre-Back,1998-10-27,France,45000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/344695-1701245272.jpg?lm=1
8004,Harry Kane,Centre-Forward,1993-07-28,England,100000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/132098-1700211169.jpg?lm=1
3314,Eric Dier,Centre-Back,1994-01-15,England,10000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/175722-1665608595.jpg?lm=1
3246,Raphaël Guerreiro,Left-Back,1993-12-22,Portugal,12000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/170986-1711745629.jpg?lm=1
3184,Leroy Sané,Right Winger,1996-01-11,Germany,60000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/192565-1694587968.jpg?lm=1
3181,Leon Goretzka,Central Midfield,1995-02-06,Germany,22000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/153084-1700040179.jpg?lm=1
360,Kingsley Coman,Left Winger,1996-06-13,France,40000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/243714-1700040256.jpg?lm=1
359,Joshua Kimmich,Right-Back,1995-02-08,Germany,50000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/161056-1700039639.jpg?lm=1
311,Serge Gnabry,Right Winger,1995-07-14,Germany,40000000,FC Bayern München,5,https://img.a.transfermarkt.technology/portrait/medium/159471-1712776387.jpg?lm=1
6491,Alexander Nübel,Goalkeeper,1996-09-30,Germany,12000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/195778-1691998861.jpg?lm=1
6603,Fabian Bredlow,Goalkeeper,1995-03-02,Germany,1000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/187624-1723707742.jpg?lm=1
67401,Stefan Drljača,Goalkeeper,1999-04-20,Germany,325000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/388067-1723707200.jpg?lm=1
206327,Dennis Seimen,Goalkeeper,2005-12-01,Germany,1500000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/800946-1691998825.jpg?lm=1
7748,Julian Chabot,Defence,1998-02-12,Germany,40000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/187492-1709560849.jpg?lm=1
157263,Ramon Hendriks,Defence,2001-07-18,Netherlands,800000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/436064-1723707702.jpg?lm=1
170857,Ameen Al Dakhil,Defence,2002-03-06,Belgium,12000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/620598-1626685322.jpg?lm=1
261054,Christopher Olivier,Midfield,2006-01-31,Austria,0,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/924339-1721852798.jpg?lm=1
133547,Nick Woltemade,Offence,2002-02-14,Germany,4000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/455661-1723707419.jpg?lm=1
143959,Wahid Faghir,Offence,2003-07-29,Denmark,1000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/610431-1689927868.jpg?lm=1
191186,Justin Diehl,Offence,2004-11-27,Germany,2500000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/720162-1723707320.jpg?lm=1
220208,Benjamin Boakye,Offence,2005-03-07,Germany,50000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/627442-1713897956.jpg?lm=1
263221,Jarzinho Malanga,Offence,2006-07-10,Germany,0,VfB Stuttgart,10,
128565,Angelo Stiller,Defensive Midfield,2001-04-04,Germany,28000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/443710-1723707618.jpg?lm=1
123333,Jamie Leweling,Right Winger,2001-02-26,Germany,13000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/518505-1691999306.jpg?lm=1
111071,Leonidas Stergiou,Centre-Back,2002-03-03,Switzerland,5000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/507345-1723707260.jpg?lm=1
97120,Yannik Keitel,Defensive Midfield,2000-02-15,Germany,5000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/342039-1723707660.jpg?lm=1
33242,Ermedin Demirovic,Centre-Forward,1998-03-25,Bosnia-Herzegovina,28000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/335457-1723707508.jpg?lm=1
9487,Pascal Stenzel,Right-Back,1996-03-20,Germany,2500000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/195246-1657181494.jpg?lm=1
7079,Atakan Karazor,Defensive Midfield,1996-10-13,Germany,12000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/232320-1657181595.jpg?lm=1
6928,Deniz Undav,Centre-Forward,1996-07-19,Germany,28000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/339314-1691999036.jpg?lm=1
6549,Maximilian Mittelstädt,Left-Back,1997-03-18,Germany,17000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/282660-1723707584.jpg?lm=1
6523,Josha Vagnoman,Right-Back,2000-12-11,Germany,10000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/448258-1691999620.jpg?lm=1
6483,Dan-Axel Zagadou,Centre-Back,1999-06-03,France,10000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/344598-1691999093.jpg?lm=1
206,Chris Führich,Left Winger,1998-01-09,Germany,22000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/272278-1691999004.jpg?lm=1
190,Nikolas Nartey,Central Midfield,2000-02-22,Denmark,600000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/400546-1657181830.jpg?lm=1
218454,Luca Raimund,Right Winger,2005-04-09,Germany,500000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/907489-1723636598.jpg?lm=1
215574,Anrie Chase,Centre-Back,2004-03-24,Japan,2500000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/948537-1723636639.jpg?lm=1
184971,Thomas Kastanaras,Centre-Forward,2003-01-09,Germany,500000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/675565-1691999148.jpg?lm=1
183668,Frans Krätzig,Left-Back,2003-01-14,Germany,2000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/604320-1723707384.jpg?lm=1
152692,Fabian Rieder,Attacking Midfield,2002-02-16,Switzerland,8000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/507341-1723707005.jpg?lm=1
150751,Anthony Rouault,Centre-Back,2001-05-29,France,10000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/690799-1723707069.jpg?lm=1
147913,Enzo Millot,Attacking Midfield,2002-07-17,France,42000000,VfB Stuttgart,10,https://img.a.transfermarkt.technology/portrait/medium/569366-1723707547.jpg?lm=1
